movieId,imdbId,title,genres
3821,144528,Nutty Professor II: The Klumps (2000),Comedy
3822,144201,"Girl on the Bridge, The (Fille sur le pont, La) (1999)",Drama|Romance
3823,171865,Wonderland (1999),Drama
3824,174480,Autumn in New York (2000),Drama|Romance
3825,200550,Coyote Ugly (2000),Comedy|Drama|Romance
3826,164052,Hollow Man (2000),Horror|Sci-Fi|Thriller
3827,186566,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi
3830,206226,Psycho Beach Party (2000),Comedy|Horror|Thriller
3831,195234,Saving Grace (2000),Comedy
3832,57603,"Black Sabbath (Tre volti della paura, I) (1963)",Horror
3833,52646,"Brain That Wouldn't Die, The (1962)",Horror|Sci-Fi
3834,80472,Bronco Billy (1980),Adventure|Drama|Romance
3835,106627,"Crush, The (1993)",Thriller
3836,65938,Kelly's Heroes (1970),Action|Comedy|War
3837,95863,Phantasm II (1988),Action|Fantasy|Horror|Sci-Fi|Thriller
3838,110823,Phantasm III: Lord of the Dead (1994),Horror
3839,138703,Phantasm IV: Oblivion (1998),Horror
3840,95925,Pumpkinhead (1988),Horror
3841,99005,Air America (1990),Action|Comedy
3843,86320,Sleepaway Camp (1983),Horror
3844,98384,Steel Magnolias (1989),Drama
3845,49189,And God Created Woman (Et Dieu... créa la femme) (1956),Drama
3846,85470,Easy Money (1983),Comedy
3847,71650,"Ilsa, She Wolf of the SS (1974)",Horror
3849,38975,The Spiral Staircase (1945),Horror|Mystery|Thriller
3851,251739,I'm the One That I Want (2000),Comedy
3852,234853,"Tao of Steve, The (2000)",Comedy
3855,204709,"Affair of Love, An (Liaison pornographique, Une) (1999)",Drama|Romance
3857,163983,Bless the Child (2000),Thriller
3858,173716,Cecil B. DeMented (2000),Comedy
3859,233687,"Eyes of Tammy Faye, The (2000)",Documentary
3861,191397,"Replacements, The (2000)",Comedy
3862,199314,About Adam (2000),Comedy
3863,209958,"Cell, The (2000)",Drama|Horror|Thriller
3864,188640,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi
3865,236388,"Original Kings of Comedy, The (2000)",Comedy|Documentary
3868,95705,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance
3869,102510,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy
3870,32881,Our Town (1940),Drama
3871,46303,Shane (1953),Drama|Western
3872,53318,"Suddenly, Last Summer (1959)",Drama
3873,59017,Cat Ballou (1965),Comedy|Western
3877,88206,Supergirl (1984),Action|Adventure|Fantasy
3879,160009,"Art of War, The (2000)",Action|Thriller
3882,204946,Bring It On (2000),Comedy
3884,198386,"Crew, The (2000)",Comedy
3888,209322,Skipped Parts (2000),Drama|Romance
3889,144964,Highlander: Endgame (Highlander IV) (2000),Action|Adventure|Fantasy
3893,171580,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller
3894,190798,Solas (1999),Drama
3895,204626,"Watcher, The (2000)",Crime|Thriller
3896,202677,"Way of the Gun, The (2000)",Crime|Thriller
3897,181875,Almost Famous (2000),Drama
3898,211938,Bait (2000),Action|Comedy
3899,191037,Circus (2000),Crime|Drama|Thriller
3900,197384,Crime and Punishment in Suburbia (2000),Comedy|Drama
3901,134630,Duets (2000),Comedy|Drama
3906,164212,Under Suspicion (2000),Crime|Thriller
3908,192731,Urban Legends: Final Cut (2000),Horror
3909,206420,Woman on Top (2000),Comedy|Romance
3910,168629,Dancer in the Dark (2000),Drama|Musical
3911,218839,Best in Show (2000),Comedy
3912,210567,Beautiful (2000),Comedy|Drama
3914,222850,"Broken Hearts Club, The (2000)",Drama
3915,210075,Girlfight (2000),Drama
3916,210945,Remember the Titans (2000),Drama
3917,93177,Hellraiser (1987),Horror
3918,95294,Hellbound: Hellraiser II (1988),Horror
3919,104409,Hellraiser III: Hell on Earth (1992),Horror
3920,107209,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",Drama|Fantasy|Mystery|Romance
3922,57887,Bikini Beach (1964),Comedy
3925,88184,Stranger Than Paradise (1984),Comedy|Drama
3926,55608,Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi
3927,60397,Fantastic Voyage (1966),Adventure|Sci-Fi
3928,40068,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror
3929,32234,"Bank Dick, The (1940)",Comedy
3930,46876,"Creature from the Black Lagoon, The (1954)",Adventure|Horror|Sci-Fi
3932,24184,"Invisible Man, The (1933)",Horror|Sci-Fi
3933,52969,"Killer Shrews, The (1959)",Horror|Sci-Fi
3937,88024,Runaway (1984),Sci-Fi|Thriller
3938,84695,"Slumber Party Massacre, The (1982)",Horror
3939,93996,Slumber Party Massacre II (1987),Horror
3940,100639,Slumber Party Massacre III (1990),Horror
3941,91990,Sorority House Massacre (1986),Horror
3942,100663,Sorority House Massacre II (1990),Horror
3943,215545,Bamboozled (2000),Comedy
3945,259974,Digimon: The Movie (2000),Adventure|Animation|Children
3946,208988,Get Carter (2000),Action|Drama|Thriller
3947,67128,Get Carter (1971),Action|Crime|Drama|Thriller
3948,212338,Meet the Parents (2000),Comedy
3949,180093,Requiem for a Dream (2000),Drama
3950,170691,Tigerland (2000),Drama
3951,202641,Two Family House (2000),Drama
3952,208874,"Contender, The (2000)",Drama|Thriller
3953,205271,Dr. T and the Women (2000),Comedy|Romance
3955,213790,"Ladies Man, The (2000)",Comedy
3957,66832,Billy Jack (1971),Action|Drama
3958,75754,Billy Jack Goes to Washington (1977),Drama
3959,54387,"Time Machine, The (1960)",Action|Adventure|Sci-Fi
3962,93091,Ghoulies II (1987),Comedy|Horror
3963,58708,"Unsinkable Molly Brown, The (1964)",Musical
3964,41094,"Adventures of Ichabod and Mr. Toad, The (1949)",Animation|Children
3965,38988,"Strange Love of Martha Ivers, The (1946)",Drama|Film-Noir
3966,37638,Detour (1945),Crime|Film-Noir
3967,249462,Billy Elliot (2000),Drama
3968,230030,Bedazzled (2000),Comedy
3969,223897,Pay It Forward (2000),Drama
3971,81376,"Private Eyes, The (1981)",Comedy|Mystery
3972,111512,"Legend of Drunken Master, The (Jui kuen II) (1994)",Action|Comedy
3973,229260,Book of Shadows: Blair Witch 2 (2000),Crime|Horror|Mystery|Thriller
3974,192255,"Little Vampire, The (2000)",Adventure|Children
3977,160127,Charlie's Angels (2000),Action|Comedy
3978,146984,"Legend of Bagger Vance, The (2000)",Drama|Romance
3979,185431,Little Nicky (2000),Comedy
3980,203019,Men of Honor (2000),Drama
3981,199753,Red Planet (2000),Action|Sci-Fi|Thriller
3983,203230,You Can Count on Me (2000),Drama|Romance
3984,66995,Diamonds Are Forever (1971),Action|Adventure|Thriller
3985,74452,"Eagle Has Landed, The (1976)",Drama|War
3986,216216,"6th Day, The (2000)",Action|Sci-Fi|Thriller
3987,186894,Bounce (2000),Drama|Romance
3988,170016,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy
3989,230591,One Day in September (1999),Documentary
3990,213203,Rugrats in Paris: The Movie (2000),Animation|Children|Comedy
3991,211181,102 Dalmatians (2000),Children|Comedy
3992,213847,Malèna (2000),Drama|Romance|War
3993,180073,Quills (2000),Drama|Romance
3994,217869,Unbreakable (2000),Drama|Sci-Fi
3996,190332,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
3997,190374,Dungeons & Dragons (2000),Action|Adventure|Comedy|Fantasy
3998,228750,Proof of Life (2000),Drama
3999,190865,Vertical Limit (2000),Action|Adventure
4000,86993,"Bounty, The (1984)",Adventure|Drama
4002,93748,"Planes, Trains & Automobiles (1987)",Comedy
4003,96094,She's Having a Baby (1988),Comedy
4005,93428,"Living Daylights, The (1987)",Action|Adventure|Thriller
4006,92106,Transformers: The Movie (1986),Adventure|Animation|Children|Sci-Fi
4007,94291,Wall Street (1987),Drama
4008,96969,Born on the Fourth of July (1989),Drama|War
4009,96219,Talk Radio (1988),Drama
4010,88850,Brewster's Millions (1985),Comedy
4011,208092,Snatch (2000),Comedy|Crime|Thriller
4012,95927,Punchline (1988),Comedy|Drama
4014,241303,Chocolat (2000),Drama|Romance
4015,242423,"Dude, Where's My Car? (2000)",Comedy|Sci-Fi
4016,120917,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy
4017,183659,Pollock (2000),Drama
4018,207201,What Women Want (2000),Comedy|Romance
4019,181536,Finding Forrester (2000),Drama
4020,219699,"Gift, The (2000)",Thriller
4021,247196,Before Night Falls (2000),Drama
4022,162222,Cast Away (2000),Drama
4023,218967,"Family Man, The (2000)",Comedy|Drama|Romance
4024,200720,"House of Mirth, The (2000)",Romance
4025,212346,Miss Congeniality (2000),Comedy|Crime
4027,190590,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
4029,120202,State and Main (2000),Comedy|Drama
4030,219653,Dracula 2000 (2000),Horror
4031,149624,All the Pretty Horses (2000),Drama|Romance|Western
4032,218182,"Everlasting Piece, An (2000)",Comedy
4033,146309,Thirteen Days (2000),Drama|Thriller|War
4034,181865,Traffic (2000),Crime|Drama|Thriller
4035,218378,"Claim, The (2000)",Romance|Western
4036,189998,Shadow of the Vampire (2000),Drama|Horror
4037,93223,House of Games (1987),Crime|Film-Noir|Mystery|Thriller
4039,83564,Annie (1982),Children|Musical
4040,101757,Don't Tell Mom the Babysitter's Dead (1991),Comedy
4041,84434,"Officer and a Gentleman, An (1982)",Drama|Romance
4042,53580,"Alamo, The (1960)",Action|Drama|War|Western
4043,90670,At Close Range (1986),Crime|Drama
4046,49233,Friendly Persuasion (1956),Drama
4047,107007,Gettysburg (1993),Drama|War
4051,56600,Horrors of Spider Island (Ein Toter Hing im Netz) (1960),Horror|Sci-Fi
4052,218817,Antitrust (2001),Crime|Drama|Thriller
4053,238948,Double Take (2001),Action|Comedy
4054,206275,Save the Last Dance (2001),Drama|Romance
4055,194218,Panic (2000),Drama
4056,237572,"Pledge, The (2001)",Crime|Drama|Mystery|Thriller
4061,102388,The Man in the Moon (1991),Drama|Romance
4062,95690,Mystic Pizza (1988),Comedy|Drama|Romance
4063,105165,Prelude to a Kiss (1992),Comedy|Drama|Romance
4064,69897,Coffy (1973),Action|Crime|Thriller
4065,71517,Foxy Brown (1974),Action|Crime|Drama
4066,95348,I'm Gonna Git You Sucka (1988),Action|Comedy
4067,108451,Untamed Heart (1993),Drama|Romance
4068,186589,Sugar & Spice (2001),Comedy
4069,209475,"Wedding Planner, The (2001)",Comedy|Romance
4074,234805,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",Drama
4077,216800,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",Drama|Thriller
4078,92545,Amazing Grace and Chuck (1987),Drama
4079,92546,Amazon Women on the Moon (1987),Comedy|Sci-Fi
4080,92605,Baby Boom (1987),Comedy
4081,92608,Back to the Beach (1987),Comedy
4082,92618,Barfly (1987),Comedy|Drama|Romance
4083,92641,Best Seller (1987),Thriller
4084,92644,Beverly Hills Cop II (1987),Action|Comedy|Crime|Thriller
4085,86960,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama
4086,92654,"Big Easy, The (1987)",Action|Crime|Mystery|Romance|Thriller
4089,92690,Born in East L.A. (1987),Comedy
4090,92695,"Brave Little Toaster, The (1987)",Animation|Children
4091,92718,Can't Buy Me Love (1987),Comedy|Romance
4092,92746,Cherry 2000 (1987),Romance|Sci-Fi
4093,92783,Cop (1988),Thriller
4102,92948,Eddie Murphy Raw (1987),Comedy|Documentary
4103,92965,Empire of the Sun (1987),Action|Adventure|Drama|War
4104,92974,Ernest Goes to Camp (1987),Comedy
4105,83907,"Evil Dead, The (1981)",Fantasy|Horror|Thriller
4109,93036,Flowers in the Attic (1987),Drama|Thriller
4110,93044,"Fourth Protocol, The (1987)",Thriller
4111,93073,Gardens of Stone (1987),Drama|War
4113,93093,"Glass Menagerie, The (1987)",Drama
4115,93186,Hiding Out (1987),Comedy
4116,93200,Hollywood Shuffle (1987),Comedy
4117,93209,Hope and Glory (1987),Drama
4121,93260,Innerspace (1987),Action|Adventure|Comedy|Sci-Fi
4123,93278,Ishtar (1987),Comedy
4124,93300,Jaws: The Revenge (1987),Horror|Thriller
4125,93405,Leonard Part 6 (1987),Comedy|Sci-Fi
4126,93407,Less Than Zero (1987),Drama
4127,93418,"Like Father, Like Son (1987)",Comedy
4128,93437,"Lost Boys, The (1987)",Comedy|Horror|Thriller
4129,93467,Made in Heaven (1987),Fantasy|Romance
4130,93476,Maid to Order (1987),Comedy|Fantasy
4131,93477,Making Mr. Right (1987),Comedy|Romance|Sci-Fi
4132,93493,Mannequin (1987),Comedy|Romance
4133,93507,Masters of the Universe (1987),Action|Adventure|Fantasy|Sci-Fi
4135,93560,"Monster Squad, The (1987)",Adventure|Comedy|Horror
4138,93589,My Demon Lover (1987),Comedy|Horror
4139,93638,No Man's Land (1987),Crime|Drama
4141,192111,Head Over Heels (2001),Comedy|Romance
4142,190524,Left Behind: The Movie (2000),Action|Adventure|Drama|Thriller
4143,242998,Valentine (2001),Horror|Mystery
4144,118694,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance
4146,120753,"Million Dollar Hotel, The (2001)",Drama|Mystery|Romance
4147,250478,Nico and Dani (Krámpack) (2000),Comedy|Drama|Romance
4148,212985,Hannibal (2001),Horror|Thriller
4149,239948,Saving Silverman (Evil Woman) (2001),Comedy|Romance
4152,190861,Vatel (2000),Drama
4153,231775,Down to Earth (2001),Comedy|Fantasy|Romance
4154,265632,Recess: School's Out (2001),Animation|Children
4155,230838,Sweet November (2001),Drama|Romance
4156,177650,Company Man (2000),Comedy
4157,249893,"Price of Milk, The (2000)",Comedy|Drama|Fantasy|Romance
4158,166276,Monkeybone (2001),Animation|Comedy|Fantasy
4159,233142,3000 Miles to Graceland (2001),Action|Thriller
4160,191636,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",Drama|Romance
4161,236493,"Mexican, The (2001)",Action|Comedy
4164,182000,"Caveman's Valentine, The (2001)",Drama
4166,251031,Series 7: The Contenders (2001),Action|Drama
4167,179626,15 Minutes (2001),Thriller
4168,192071,Get Over It (2001),Comedy|Romance
4171,236447,Long Night's Journey Into Day (2000),Documentary
4174,99073,Avalon (1990),Drama
4175,116447,Gray's Anatomy (1996),Comedy|Drama
4178,31742,Of Mice and Men (1939),Drama
4180,91836,Reform School Girls (1986),Action|Drama
4181,96223,Tapeheads (1988),Comedy
4184,39190,"Bishop's Wife, The (1947)",Comedy|Drama|Romance
4187,57251,Lilies of the Field (1963),Drama
4189,59245,"Greatest Story Ever Told, The (1965)",Drama
4190,53793,Elmer Gantry (1960),Drama
4191,60086,Alfie (1966),Comedy|Drama|Romance
4193,113026,"Fantasticks, The (1995)",Musical
4194,37800,I Know Where I'm Going! (1945),Drama|Romance|War
4195,66740,"Abominable Dr. Phibes, The (1971)",Horror|Mystery
4197,79781,Real Life (1979),Comedy
4198,80421,Battle Beyond the Stars (1980),Sci-Fi
4200,101764,Double Impact (1991),Action
4202,68617,Fuzz (1972),Drama
4203,102005,Harley Davidson and the Marlboro Man (1991),Action|Crime|Drama
4204,85868,Losin' It (1983),Comedy
4205,100140,Mermaids (1990),Comedy|Drama|Romance
4207,100232,Navy Seals (1990),Action|Adventure|War
4210,91474,Manhunter (1986),Action|Crime|Drama|Horror|Thriller
4211,100486,Reversal of Fortune (1990),Drama
4212,77413,Death on the Nile (1978),Crime|Mystery
4214,88000,Revenge of the Nerds (1984),Comedy
4215,93857,Revenge of the Nerds II: Nerds in Paradise (1987),Comedy
4217,118540,4 Little Girls (1997),Documentary
4218,91860,River's Edge (1986),Crime|Drama
4219,89208,Girls Just Want to Have Fun (1985),Comedy
4220,71771,"Longest Yard, The (1974)",Comedy
4221,102517,Necessary Roughness (1991),Comedy
4223,215750,Enemy at the Gates (2001),Drama|War
4224,242445,Exit Wounds (2001),Action|Thriller
4225,205873,"Dish, The (2001)",Comedy
4226,209144,Memento (2000),Mystery|Thriller
4228,125022,Heartbreakers (2001),Comedy|Crime|Romance
4229,239949,Say It Isn't So (2001),Comedy|Romance
4231,244970,Someone Like You (2001),Comedy|Romance
4232,227538,Spy Kids (2001),Action|Adventure|Children|Comedy
4233,246989,Tomcats (2001),Comedy
4234,236784,"Tailor of Panama, The (2001)",Drama|Thriller
4235,245712,Amores Perros (Love's a Bitch) (2000),Drama|Thriller
4236,206187,Keep the River on Your Right: A Modern Cannibal Tale (2000),Documentary
4237,247380,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)",Documentary
4238,164334,Along Came a Spider (2001),Action|Crime|Mystery|Thriller
4239,221027,Blow (2001),Crime|Drama
4240,189192,Just Visiting (2001),Comedy|Fantasy
4241,266860,Pokémon 3: The Movie (2001),Animation|Children
4242,221889,Beautiful Creatures (2000),Comedy|Crime|Drama|Thriller
4243,268200,Brigham City (2001),Crime|Drama|Mystery
4246,243155,Bridget Jones's Diary (2001),Comedy|Drama|Romance
4247,245686,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance
4248,236348,Josie and the Pussycats (2001),Comedy
4251,221073,Chopper (2000),Drama|Thriller
4252,255094,"Circle, The (Dayereh) (2000)",Drama
4254,231402,Crocodile Dundee in Los Angeles (2001),Comedy|Drama
4255,240515,Freddy Got Fingered (2001),Comedy
4256,240402,"Center of the World, The (2001)",Drama
4259,211492,"Luzhin Defence, The (2000)",Drama|Romance
4260,199129,"Visit, The (2000)",Drama
4262,86250,Scarface (1983),Action|Crime|Drama
4263,55895,Days of Wine and Roses (1962),Drama
4265,132245,Driven (2001),Action|Thriller
4267,203755,One Night at McCool's (2001),Comedy
4268,141907,Town & Country (2001),Comedy
4270,209163,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller
4273,240913,Under the Sand (2000),Drama
4275,85811,Krull (1983),Action|Adventure|Fantasy|Sci-Fi
4276,89504,Lost in America (1985),Comedy
4278,25913,Triumph of the Will (Triumph des Willens) (1934),Documentary
4280,84917,"World According to Garp, The (1982)",Comedy|Drama|Romance
4282,64940,Fellini Satyricon (1969),Drama|Fantasy
4284,60429,Frankie and Johnny (1966),Comedy
4285,101912,Frankie and Johnny (1991),Comedy|Romance
4289,80539,"City of Women, The (Città delle donne, La) (1980)",Comedy|Drama
4290,101902,For the Boys (1991),Comedy|Drama|Musical
4291,80319,Nine to Five (a.k.a. 9 to 5) (1980),Comedy|Crime
4292,79638,Norma Rae (1979),Drama
4293,90098,Summer Rental (1985),Comedy
4294,45464,"5,000 Fingers of Dr. T, The (1953)",Children|Fantasy|Musical
4296,66011,Love Story (1970),Drama|Romance
4297,93713,Pelle the Conqueror (Pelle erobreren) (1987),Drama
4298,48021,Rififi (Du rififi chez les hommes) (1955),Crime|Film-Noir|Thriller
4299,183790,"Knight's Tale, A (2001)",Action|Comedy|Romance
4300,212826,Bread and Roses (2000),Drama
4304,256408,Startup.com (2001),Documentary
4305,225071,Angel Eyes (2001),Romance|Thriller
4306,126029,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
4307,206742,"Fast Food, Fast Women (2000)",Comedy|Romance
4308,203009,Moulin Rouge (2001),Drama|Musical|Romance
4310,213149,Pearl Harbor (2001),Action|Drama|Romance|War
4312,210727,Himalaya (Himalaya - l'enfance d'un chef) (1999),Adventure|Drama
4313,206917,"Man Who Cried, The (2000)",Drama
4316,77716,Ice Castles (1978),Drama
4317,102343,Love Potion #9 (1992),Comedy|Romance
4321,101587,City Slickers (1991),Comedy|Western
4322,95082,Eight Men Out (1988),Drama
4323,52902,"Horse Soldiers, The (1959)",Adventure|War|Western
4325,54130,"Night, The (Notte, La) (1960)",Drama
4326,95647,Mississippi Burning (1988),Crime|Drama|Thriller
4327,54047,"Magnificent Seven, The (1960)",Adventure|Western
4329,53221,Rio Bravo (1959),Western
4333,94142,Throw Momma from the Train (1987),Comedy|Crime
4334,244316,Yi Yi (2000),Drama
4337,60934,"Sand Pebbles, The (1966)",Drama|Romance|War
4338,41996,Twelve O'Clock High (1949),Drama|War
4339,59885,Von Ryan's Express (1965),Action|Adventure|Drama|War
4340,255798,"Animal, The (2001)",Comedy
4342,212815,Big Eden (2000),Drama|Romance
4343,251075,Evolution (2001),Comedy|Sci-Fi
4344,244244,Swordfish (2001),Action|Crime|Drama
4345,254099,"Anniversary Party, The (2001)",Drama
4347,234288,Divided We Fall (Musíme si pomáhat) (2000),Comedy|Drama
4349,65528,Catch-22 (1970),Comedy|War
4350,116344,Forgotten Silver (1996),Comedy|Documentary
4351,102685,Point Break (1991),Action|Crime|Thriller
4353,86508,Uncommon Valor (1983),Action|War
4354,105699,Unlawful Entry (1992),Crime|Thriller
4355,92272,Youngblood (1986),Action|Drama
4356,45810,Gentlemen Prefer Blondes (1953),Comedy|Musical|Romance
4357,45891,How to Marry a Millionaire (1953),Comedy|Drama|Romance
4359,48605,"Seven Year Itch, The (1955)",Comedy
4361,84805,Tootsie (1982),Comedy|Romance
4366,230011,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy
4367,146316,Lara Croft: Tomb Raider (2001),Action|Adventure
4368,240462,Dr. Dolittle 2 (2001),Comedy
4369,232500,"Fast and the Furious, The (2001)",Action|Crime|Thriller
4370,212720,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi
4371,255819,Baby Boy (2001),Crime|Drama
4372,250224,Crazy/Beautiful (2001),Drama|Romance
4373,258038,Pootie Tang (2001),Comedy
4374,212517,Let It Snow (1999),Comedy|Romance
4378,203119,Sexy Beast (2000),Crime|Drama
4380,203632,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",Drama|Romance
4381,243493,"Closet, The (Placard, Le) (2001)",Comedy
4383,228786,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",Crime|Drama|Mystery|Thriller
4384,246765,Lumumba (2000),Drama
4386,239395,Cats & Dogs (2001),Children|Comedy
4387,271027,Kiss of the Dragon (2001),Action
4388,257106,Scary Movie 2 (2001),Comedy
4389,245238,Lost and Delirious (2001),Drama
4390,249380,Rape Me (Baise-moi) (2000),Crime|Drama|Thriller
4392,99012,Alice (1990),Comedy|Drama|Fantasy|Romance
4393,94663,Another Woman (1988),Drama
4394,58953,Beach Blanket Bingo (1965),Comedy|Musical
4395,52216,Big Deal on Madonna Street (I Soliti Ignoti) (1958),Comedy|Crime
4396,82136,"Cannonball Run, The (1981)",Action|Comedy
4397,87032,Cannonball Run II (1984),Action|Comedy
4399,58249,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",Comedy|Drama
4402,59124,Dr. Goldfoot and the Bikini Machine (1965),Comedy
4403,53925,"Fall of the House of Usher, The (House of Usher) (1960)",Horror
4404,16847,Faust (1926),Drama|Fantasy|Horror
4406,56217,"Man Who Shot Liberty Valance, The (1962)",Crime|Drama|Western
4407,91886,Salvador (1986),Drama|Thriller|War
4408,93940,September (1987),Drama
4409,105378,Shadows and Fog (1991),Comedy|Drama|Mystery|Thriller
4410,91983,Something Wild (1986),Comedy|Crime|Drama
4412,69372,"Thing with Two Heads, The (1972)",Comedy|Horror|Sci-Fi
4419,47811,All That Heaven Allows (1955),Drama|Romance
4420,46754,"Barefoot Contessa, The (1954)",Drama
4422,69467,Cries and Whispers (Viskningar och rop) (1972),Drama
4424,65777,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)",Drama
4426,48261,Kiss Me Deadly (1955),Film-Noir
4427,63227,"Lion in Winter, The (1968)",Drama
4428,55184,"Misfits, The (1961)",Comedy|Drama|Romance|Western
4429,49513,Moby Dick (1956),Drama
4432,51036,Sweet Smell of Success (1957),Drama|Film-Noir
4433,49966,Written on the Wind (1956),Drama
4434,59095,"10th Victim, The (La decima vittima) (1965)",Action|Comedy|Sci-Fi|Thriller
4436,74991,Obsession (1976),Mystery|Thriller
4437,76786,Suspiria (1977),Horror
4438,68767,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",Action|Drama|Romance|Thriller
4439,82176,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981),Drama
4440,67824,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)",Action|Thriller
4441,77594,Game of Death (1978),Action
4442,89461,"Last Dragon, The (1985)",Action|Comedy|Drama
4443,82869,Outland (1981),Action|Sci-Fi|Thriller
4444,68935,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)",Action|Crime
4445,163862,T-Rex: Back to the Cretaceous (1998),Adventure|Documentary|IMAX
4446,173840,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi
4447,250494,Legally Blonde (2001),Comedy|Romance
4448,227445,"Score, The (2001)",Action|Drama
4449,262210,Adanggaman (2000),Drama
4450,242193,Bully (2001),Crime|Drama|Thriller
4451,273300,Jump Tomorrow (2001),Comedy|Drama|Romance
4452,227005,Made (2001),Comedy
4453,245280,Michael Jordan to the Max (2000),Documentary|IMAX
4454,188913,More (1998),Animation|Drama|Sci-Fi|IMAX
4458,109049,Africa: The Serengeti (1994),Documentary|IMAX
4459,130445,Alaska: Spirit of the Wild (1997),Documentary|IMAX
4462,94593,18 Again! (1988),Comedy|Fantasy
4463,94594,1969 (1988),Drama|War
4464,94606,"Accidental Tourist, The (1988)",Comedy|Drama|Romance
4465,94608,"Accused, The (1988)",Drama
4466,94602,Above the Law (1988),Action|Crime|Drama
4467,96764,"Adventures of Baron Munchausen, The (1988)",Adventure|Comedy|Fantasy
4470,94675,Ariel (1988),Drama
4471,94678,Arthur 2: On the Rocks (1988),Comedy|Romance
4473,94712,Bat*21 (1988),Drama|War
4474,94715,Beaches (1988),Comedy|Drama|Musical
4475,94716,"Beast of War, The (Beast, The) (1988)",Drama|War
4476,94739,Big Business (1988),Comedy
4477,94744,Big Top Pee-Wee (1988),Adventure|Children|Comedy
4478,94746,Biloxi Blues (1988),Comedy|Drama
4480,94761,"Blob, The (1988)",Horror|Sci-Fi
4482,94799,"Bright Lights, Big City (1988)",Drama
4483,94824,Caddyshack II (1988),Comedy
4484,94828,Camille Claudel (1988),Drama
4487,94889,Cocktail (1988),Drama|Romance
4488,94894,Colors (1988),Action|Crime|Drama
4489,94898,Coming to America (1988),Comedy|Romance
4490,94910,"Couch Trip, The (1988)",Comedy
4492,90887,Critters (1986),Comedy|Sci-Fi
4495,94921,Crossing Delancey (1988),Comedy|Romance
4496,94933,D.O.A. (1988),Film-Noir|Mystery|Thriller
4497,94961,Dead Heat (1988),Action|Comedy|Horror|Sci-Fi
4498,94963,"Dead Pool, The (1988)",Action|Crime|Thriller
4499,95031,Dirty Rotten Scoundrels (1988),Comedy
4500,92929,Drowning by Numbers (1988),Comedy|Drama
4502,95107,Ernest Saves Christmas (1988),Children|Comedy
4504,95145,Feds (1988),Comedy
4505,95169,For Keeps (1988),Drama|Romance
4506,95174,Frantic (1988),Crime|Mystery|Thriller
4508,95243,Gorillas in the Mist (1988),Drama
4509,95253,"Great Outdoors, The (1988)",Comedy
4511,95304,High Spirits (1988),Comedy
4516,95409,Johnny Be Good (1988),Comedy
4517,95484,Lady in White (a.k.a. The Mystery of the Lady in White) (1988),Horror|Mystery|Thriller
4518,95488,The Lair of the White Worm (1988),Comedy|Horror
4519,95489,"Land Before Time, The (1988)",Adventure|Animation|Children|Fantasy
4520,95519,License to Drive (1988),Comedy
4521,95532,Little Nikita (1988),Drama
4522,95599,Masquerade (1988),Mystery|Romance|Thriller
4523,95638,Milagro Beanfield War (1988),Comedy|Drama|Fantasy
4524,95654,Moon Over Parador (1988),Comedy
4526,95687,My Stepmother Is an Alien (1988),Comedy|Romance|Sci-Fi
4527,95736,"Night in the Life of Jimmy Reardon, A (1988)",Comedy|Romance
